0.757895	-0.0729323	0.336842	0.410526	-0.285714	57.8421	76.9158	78.8632	77.5895	74.3	0.0225564	1.51504	-1.86316	1.28571	2.02331	67.2632	73.1421	133.763	53.4	100.205	0.0526316	0.116541	0.315789	1.06692	1.07293	18.0474	29.6263	34.5842	40.2474	68.3842	-0.0819549	-1.0406	-0.866917	-0.280451	0.241353	16.9105	51.0263	38.1526	28.1947	48.3158	0.141353	-0.0421053	-0.990226	-0.541353	-0.967669	11.2158	27.9421	35.4474	22.7842	61.7105	0.307519	0.0443609	-0.765414	0.329323	0.360902	29.7211	16.6842	92.0368	11.9421	57.9105	-0.947368	-0.615789	0.0962406	-0.0180451	-0.424812	32.5474	42.7158	39.1895	31.9895	55.4105	0.821053	-0.193233	-1.31729	2.13233	-2.16917	15.8789	12.5789	62.4316	83.1105	72.2263	-0.00676692	0.0360902	0.815038	-0.832331	-1.22105	11.2211	16.0211	43.3421	59.8895	37.7211	0.666165	-0.157895	0.115789	3.07594	-0.633835	21.1053	31.3579	48.0842	107.353	37.1053	0.770677	-0.0932331	-0.565414	0.151128	2.0203	16.2579	69.2789	61.4368	26.4632	23.5368	0.892481	-3.49023	1.4	2.06316	0.53985	21.8789	139.747	25.5	25.1368	30.7316	0.987218	0.611278	-0.18797	0.665414	0.828571	19.2842	98.1316	23.2737	16.0632	38.2	0.189474	0.310526	0.430827	0.539098	3.16241	32.9105	63.5895	38.4263	27.4895	47.1947	0.317293	0.72782	-0.0721805	-2.45188	-0.190226	41.8684	46.8579	14.5579	97.8947	32.0474	-1.21128	-0.0488722	0.0721805	-1.61729	0.618045	67.1684	54.7632	15.6421	67.8316	19.8105	-1.86466	0.125564	0.192481	-0.15188	-0.284211	163.579	61.9316	18.3789	57.8947	38.2842	-2.93308	-0.792481	-0.954135	1.05489	0.178947	127.947	52.7211	38.0684	49.6737	34.4211	0.742105	-0.147368	0.400752	2.58722	0.334586	76.4579	39.2474	33.6421	-1.01579	41.3368	
0.780451	-0.218045	0.420301	0.492481	-0.408271	57.3053	78.5895	77.8368	76.7789	74.9368	-0.0864662	1.64812	-2.00301	1.34812	2.03835	67.6579	72.3947	135.532	53.7947	100.647	0.237594	0.156391	0.213534	1.08571	1.0609	15.0053	29.3579	35.2579	40.2	68.1105	-0.249624	-0.951128	-0.913534	-0.352632	0.103759	19.0211	49.9368	40.3421	29.5526	48.4105	0.185714	0.0526316	-0.76391	-0.587218	-1.28271	11.1	28.4474	30.9211	23.2158	64.6684	0.269925	0.150376	-0.56015	0.368421	0.403759	31.1158	15.2211	90.0316	11.3316	57.8105	-1.03609	-0.575188	-0.0548872	0.0390977	-0.636842	32.8789	41.8895	42.4263	31.7895	56.8368	0.802256	-0.217293	-1.38647	2.03985	-2.17594	16.6263	12.0316	62.2579	84.0316	71.1474	0.209774	0.0984962	0.799248	-0.851128	-1.11805	9.04737	15.1158	44.6579	59.5368	36.4895	0.639098	-0.0586466	0.258647	2.99474	-0.669173	20.9895	30.3158	47.0842	109.205	38.4263	0.46015	-0.0368421	-0.590977	0.0789474	2.0609	19.0684	68.3368	62.5053	26.8211	23.3105	0.824812	-3.3391	1.28722	1.78797	0.266917	22.5895	138.311	26.8842	28.9263	32.2474	1.23083	0.496992	-0.106767	0.644361	0.693233	17.8263	100.032	23.0211	15.5842	40.2211	0.208271	0.33609	0.479699	0.549624	3.0391	33.1632	62.9211	37.7632	26.9789	49.0895	0.256391	0.709774	-0.0203008	-2.56767	0.0142857	42.4579	47.4474	12.7632	97.1105	29.6	-1.15113	-0.286466	0.018797	-1.59248	0.674436	64.8368	55.6579	15.4526	67.6211	17.2684	-2.07143	-0.0195489	-0.0353383	-0.0676692	-0.483459	167.4	64.1053	20.8211	57.2105	41.2263	-3.08797	-0.81203	-1.07744	1.00301	-0.0879699	128.874	53.3263	37.2632	50.5684	37.7737	0.900752	-0.287218	0.624812	2.61128	0.425564	75.6421	41.7158	33.1895	-0.468421	41.2316	
0.756391	-0.302256	0.41203	0.43609	-0.432331	57.6579	79.7737	77.3737	77.1211	75.2895	-0.0368421	1.66391	-2.10752	1.32857	1.94436	66.5368	71.8789	136.679	53.6	101.684	0.204511	0.167669	0.188722	1.10376	1.07368	15.2526	29.2895	35.7684	40.1105	67.3263	-0.209774	-0.924812	-0.903759	-0.342105	0.0240602	18.7526	50.1105	39.9895	29.4421	49.5474	0.121053	0.0383459	-0.781203	-0.751128	-1.39323	12.2789	28.6474	31.5526	24.9368	67.1789	0.299248	0.196992	-0.56015	0.438346	0.340602	31.5579	14.6316	90.0316	10.5474	58.0737	-0.982707	-0.509774	0.0383459	-0.0699248	-0.590226	32.9684	41.4526	41.9474	32.5842	56.1474	0.945113	-0.217293	-1.4218	2.11504	-2.17594	14.8263	12.0316	63.1789	82.9421	71.1474	0.248872	0.0654135	0.74812	-0.741353	-0.956391	8.83684	15.7632	44.6947	58.9842	35.0421	0.621053	-0.179699	0.0669173	2.93609	-0.707519	21.1789	32.4368	48.9474	109.521	39.1789	0.530075	-0.0315789	-0.590977	0.0977444	2.12932	18.4842	68.4316	62.5053	26.5737	22.1421	0.83985	-3.26767	1.31654	1.83759	0.262406	22.9316	138.911	26.7263	28.2053	32.4947	1.22782	0.543609	-0.1	0.63985	0.693233	18.6579	99.6421	23.6	15.2316	40.2211	0.108271	0.411278	0.467669	0.603008	3.00602	34.7632	62.6316	37.3895	26.2684	48.5368	0.290977	0.646617	0	-2.46917	0.0142857	42.2947	48.2105	12.7	97.1263	29.6	-1.0782	-0.376692	-0.0533835	-1.56165	0.665414	63.7211	57.0053	16.8105	67.6474	17.2632	-1.99398	-0.0909774	-0.111278	-0.00526316	-0.529323	167.437	64.8053	21.8684	57.2053	42.2579	-3.08797	-0.817293	-0.956391	0.92782	-0.14812	129.274	53.5316	35.3421	51.6579	38.7053	0.854887	-0.278947	0.569173	2.69474	0.43985	77.3737	40.7789	33.5737	-1.39474	41.0316	
0.819549	-0.313534	0.518045	0.418797	-0.408271	56.6947	79.7421	76.2105	77.3526	74.9368	-0.0368421	1.69173	-2.02481	1.35263	1.94436	66.5368	71.4368	135.611	53.2474	101.684	0.205263	0.0857143	0.317293	1.01278	0.857143	15.6947	30.7	33.4684	40.8158	70.1	-0.22406	-0.952632	-0.878947	-0.356391	0.100752	18.8526	50.4526	39.7789	29.5421	48.5421	0.318797	0.0909774	-0.826316	-0.613534	-1.38722	10.3526	28.1947	31.7263	23.6421	67.6158	0.360902	0.373684	-0.746617	0.34812	0.421805	30.4105	13.0263	91.5895	11.9947	57.5211	-0.936842	-0.645865	0.0203008	-0.0526316	-0.563158	32.6368	43.1316	42.1368	31.9526	55.9632	0.881955	-0.227068	-1.45714	2.11353	-2.17744	15.7895	12.0842	63.6	81.9579	71.4632	0.240602	0.0586466	0.736842	-0.753383	-0.879699	8.87368	14.2842	44.8632	58.5105	34.5368	0.829323	-0.310526	0.0330827	2.99549	-0.651128	18.1421	33.8105	49.1526	109.247	38.9368	0.399248	-0.0578947	-0.604511	0.145865	2.05714	20.5579	68.8579	63.0474	25.8684	22.5	0.941353	-3.25639	1.33684	1.7391	0.254135	22.0158	139.042	26.5632	29.1895	32.6316	1.32932	0.464662	-0.0819549	0.62782	0.715789	16.7421	100.421	23.3105	14.8579	39.9842	0.223308	0.418045	0.476692	0.465414	3.04211	33.6053	62.4105	37.2947	27.9632	46.6579	0.436842	0.715038	-0.0932331	-2.40677	0.0142857	39.5632	47.8421	14.4789	94.9211	29.6	-1.11654	-0.228571	-0.114286	-1.69323	0.802256	64.2737	54.2	18	67.9789	16.2263	-1.97895	-0.0315789	-0.231579	-0.00225564	-0.529323	166.979	65.3316	23.3316	56.4737	42.0579	-3.16391	-0.671429	-0.969173	0.942105	-0.0774436	130.421	52.5	35.5263	51.5579	37.6632	0.938346	-0.26391	0.389474	2.37744	0.437594	77.0474	41.8211	35.8105	1.63684	42.7053	
0.819549	-0.390977	0.518045	0.434586	-0.435338	56.6947	79.9053	76.2105	77.1368	75.3211	-0.0639098	1.65865	-1.94436	1.29023	2.01955	66.7211	71.7842	134.316	53.4526	101.295	0.273684	0.122556	0.283459	1.01278	0.851128	15.0263	30.5632	34.0737	40.8158	69.9632	-0.22406	-1	-0.878947	-0.348872	0.218797	18.8526	51.1	39.7789	28.7632	48.2526	0.2	0.0285714	-0.783459	-0.641353	-1.43233	12.3	28.1	31.7263	23.8842	67.6895	0.287218	0.218045	-0.693985	0.373684	0.478195	30.8842	14.8105	90.8368	11.8263	56.4789	-0.968421	-0.645865	-0.119549	-0.0466165	-0.481203	32.7684	43.1316	43.3053	31.0895	54.6526	0.888722	-0.166165	-1.50226	2.12782	-2.18045	16.2684	11.2947	63.8737	81.8579	70.4947	0.267669	0.0992481	0.714286	-0.865414	-0.928571	8.68947	14.1579	45.1	59.3368	35.7	0.854135	-0.32406	0.133083	3.01805	-0.788722	18.0316	34.1526	49.0526	108.911	40.3316	0.444361	-0.181955	-0.604511	0.133835	1.97444	19.6842	70.7105	63.0474	25.5947	23.7684	0.876692	-3.30602	1.42105	1.76917	0.240602	22.9947	139.063	25.1789	28.7737	33.5737	1.30376	0.464662	-0.186466	0.681955	0.726316	17.3105	100.421	25.0579	13.4895	39.7737	0.167669	0.384962	0.409774	0.489474	3.03383	33.7895	62.1579	37.7474	27.8105	47.3947	0.611278	0.577444	0.0195489	-2.33759	0.0285714	37.0316	49.6368	12.4947	94.4947	28.7	-1.1406	-0.252632	-0.0616541	-1.79023	0.780451	65.2263	53.2526	16.6474	68.3474	16.6053	-2.00602	-0.0315789	-0.284211	0.062406	-0.529323	167.363	65.3316	23.2842	56.0947	42.0579	-3.16391	-0.554135	-1.18271	0.956391	-0.137594	130.421	52.1684	37.3684	51.4579	38.5947	0.911278	-0.161654	0.423308	2.56241	0.424812	77.2316	41.2474	34.8053	0.694737	42.7895	
0.882707	-0.309023	0.518045	0.434586	-0.435338	55.7316	78.9947	76.2105	77.1368	75.3211	-0.0511278	1.65639	-1.91504	1.28195	2.12782	66.5368	71.8579	134.458	53.7895	99.9579	0.272932	0.122556	0.307519	1.01278	0.87218	14.7842	30.5632	33.4211	40.8158	70.0421	-0.210526	-0.880451	-0.891729	-0.357143	0.17218	18.7105	49.8947	39.9632	28.6	48.6421	0.193233	0.0285714	-0.756391	-0.780451	-1.50677	12.3211	28.1	31.1421	25.4947	67.8211	0.188722	0.296241	-0.693985	0.373684	0.479699	32.2684	14.1895	90.8368	11.8263	56.7632	-1.02256	-0.733835	-0.181955	-0.133083	-0.52406	33.3368	44.3053	44.2105	32.4474	56.0526	0.918797	-0.279699	-1.45414	2.15639	-2.18045	15.6526	12.0368	63.5684	81.6579	70.4947	0.267669	0.114286	0.686466	-0.86391	-0.969925	8.68947	13.8	45.7421	59.3211	36.2842	0.844361	-0.369925	0.133083	3.01805	-0.788722	18.2842	35.1842	49.0526	108.911	40.3316	0.352632	-0.114286	-0.575188	0.145865	1.97444	21.6474	69.7	62.2895	25.8684	23.7684	0.813534	-3.25338	1.44737	1.79023	0.0842105	23.3579	138.711	25.4526	28.0526	35.6158	1.19925	0.495489	-0.292481	0.593985	0.753383	18.0579	99.0474	25.6211	13.6632	39.5895	0.246617	0.386466	0.390226	0.475188	3.10526	33.3105	62.0421	38.1526	28.4105	46.2947	0.632331	0.680451	0.0263158	-2.27744	0.0496241	36.3105	49.2053	12.3737	93.5632	28.7789	-1.05414	-0.204511	0.130827	-1.81278	0.861654	63.9684	51.8474	14.2263	68.5842	16.0526	-2.00602	-0.123308	-0.397744	0.056391	-0.54812	167.363	66.7947	25.2263	56.8579	41.8053	-3.16391	-0.381203	-1.29774	0.885714	-0.142857	130.421	51.5526	38.0263	52.3	37.9	0.860902	-0.263158	0.291729	2.59549	0.412782	78.2105	42.3632	36.4368	-0.352632	42.9158	
0.882707	-0.221805	0.518045	0.434586	-0.435338	55.5316	78.4789	76.2105	77.1368	75.3211	-0.0781955	1.63459	-1.94436	1.29624	2.08496	66.9211	71.9368	134.316	53.6895	101.858	0.254135	0.0842105	0.354135	0.985714	0.87218	15.6316	30.8158	32.7316	40.5	70.0421	-0.211278	-0.880451	-0.891729	-0.357143	0.17218	18.7684	49.8947	39.9632	28.6	48.6421	0.256391	0.0285714	-0.605263	-0.706767	-1.49098	11.9579	28.1	30.7053	25.4211	66.7053	0.197744	0.221053	-0.693985	0.335338	0.438346	31.8737	14.5789	90.8368	12.3789	57.6474	-1.02256	-0.733835	-0.262406	-0.151128	-0.496992	34.1368	44.3053	44.6053	32.5368	55.6684	0.918797	-0.251128	-1.45414	2.15639	-2.25038	15.6526	11.8368	63.5684	81.6579	71.5789	0.342857	0.166165	0.697744	-0.86391	-0.969925	8.4	13.5053	45.5737	59.3211	36.2842	0.854887	-0.318797	0.133083	3.05639	-0.788722	19.6737	35.0474	49.0526	108.358	40.3316	0.248872	-0.154887	-0.478947	0.221053	1.96165	22.3368	70.3263	61.7789	24.6789	24.0526	0.82782	-3.35714	1.30451	1.74662	0.0842105	23.1579	139.1	27.1526	28.8105	35.6158	1.21429	0.495489	-0.261654	0.609023	0.753383	18.6	99.0474	25.9474	13.9053	39.5895	0.246617	0.386466	0.356391	0.468421	3.10977	33.3105	62.0421	38.7579	28.7316	46.2474	0.590977	0.672932	0.0263158	-2.21278	-0.0511278	37.1947	48.8842	12.3737	93.1842	29.3368	-1.07068	-0.28797	0.0548872	-1.8782	0.876692	63.9421	53.0737	15.5737	69.0211	15.9947	-1.95564	-0.207519	-0.349624	0.0947368	-0.54812	167.284	68.0789	24.9211	56.6053	41.6053	-3.12556	-0.381203	-1.31729	0.858647	-0.199248	130.168	51.5526	37.9316	52.6842	38.1421	0.947368	-0.182707	0.375188	2.46541	0.4	77.8526	41.2684	35.1105	-0.736842	43	
0.882707	-0.221805	0.518045	0.434586	-0.435338	55.5316	78.4789	76.2105	77.1368	75.3211	-0.0781955	1.65188	-1.91504	1.30602	2.08496	66.9211	72.1053	134.458	53.3368	101.858	0.037594	0.0984962	0.281955	0.994737	0.995489	18.4053	30.6158	33.0895	40.9053	68.8474	-0.224812	-0.890226	-0.842105	-0.298496	0.100752	19.1105	50.1474	38.4421	28.2842	49.7421	0.256391	0.093985	-0.653383	-0.775188	-1.52932	11.9579	26.9632	30.4105	26.4895	67.7579	0.197744	0.301504	-0.740602	0.335338	0.553383	32.2737	13.3842	91.9263	12.3789	55.8895	-1.02256	-0.688722	-0.145865	-0.111278	-0.496992	33.3368	42.8316	43.2316	32.5684	55.6684	0.903759	-0.16015	-1.40902	2.12857	-2.10602	15.7105	11.3316	63.2947	81.9	70.0632	0.331579	0.1	0.752632	-0.878947	-1.00977	7.66842	13.7	45.1474	58.9789	37.3526	0.929323	-0.318797	0.133083	3.07068	-0.788722	18.5421	35.0474	49.0526	108.258	39.9316	0.316541	-0.223308	-0.604511	0.353383	2.03158	21.7263	71.6947	63.0474	23.1895	22.6684	0.885714	-3.40301	1.38496	1.7188	0.12782	22.9	139.232	25.8579	29.4526	34.9579	1.26917	0.482707	-0.208271	0.609023	0.878947	17.8737	99.7316	25.1368	13.9053	37.8211	0.319549	0.400752	0.395489	0.509774	3.10977	31.9947	61.8421	37.4474	28.6474	46.2474	0.579699	0.672932	0.00225564	-2.12556	-0.00977444	36.0632	48.8842	12.2263	91.8684	29.0526	-1.04887	-0.269173	-0.0112782	-1.85188	0.786466	63.5632	51.7263	16.4684	68.6947	17.8421	-1.90752	-0.11203	-0.265414	0.109774	-0.612782	167.179	68.2263	22.5368	56.9474	42.2842	-3.1985	-0.395489	-1.36541	0.876692	-0.199248	131.284	51.7526	38.6368	52.4947	38.1421	0.970677	-0.235338	0.205263	2.70677	0.432331	77.0579	42.2211	36.8947	-1.72105	42.5105	
0.819549	-0.262406	0.484211	0.434586	-0.351128	55.8947	78.9053	76.4158	77.1368	74.2368	-0.0781955	1.65188	-1.91504	1.30602	2.08195	66.9211	72.1053	134.458	53.3368	100.789	0.115038	0.0984962	0.281955	0.968421	0.974436	17.2421	30.6158	33.0895	40.8316	69.5684	-0.197744	-0.815789	-0.849624	-0.342857	0.252632	18.7263	49.7158	39.0211	28.5	48.3474	0.256391	0.00451128	-0.653383	-0.792481	-1.57143	11.9579	28.1526	30.4105	26.2211	67	0.24812	0.31203	-0.654135	0.329323	0.502256	31.8947	13.3737	90.6684	12.6421	56.8263	-0.995489	-0.526316	-0.178947	-0.108271	-0.551128	33.1526	41.2263	43.6789	32.6368	56.2368	0.992481	-0.087218	-1.35865	2.12857	-2.12331	15.1789	10.5158	62.9158	81.9	70.3947	0.406767	0.306767	0.752632	-0.871429	-1.14286	6.37895	11.3789	45.1474	59.7	38.6	0.821053	-0.342105	0.18797	3.07519	-0.743609	20.6789	34.3421	47.5263	108.411	39.1579	0.317293	-0.132331	-0.604511	0.26391	1.96842	22.3684	70.0895	63.0474	24.8789	23.0316	0.93609	-3.31128	1.23684	1.75714	0.12782	22.8211	138.868	27.9632	28	34.9579	1.16015	0.480451	-0.384211	0.610526	0.878947	18.5684	99.8053	27.1842	13.1895	37.8211	0.368421	0.384211	0.299248	0.385714	3.11203	31.1316	62.7158	38.4579	31	45.9737	0.711278	0.618045	-0.0556391	-2.15338	-0.0037594	33.4316	49.6105	12.5842	91.3105	29.0895	-0.923308	-0.291729	-0.0203008	-1.91203	0.866917	62.0947	50.8632	16.7632	68.9263	17.1474	-1.93383	-0.0586466	-0.306767	0.00225564	-0.505263	167.405	67.8158	24.3211	58.1263	40.6053	-3.28571	-0.386466	-1.32556	0.802256	-0.142857	131.8	51.4579	43.3684	53.8263	38.5	0.916541	-0.250376	0.350376	2.76241	0.344361	77.6263	43.9789	35.6211	-1.90526	42.9842	
0.819549	-0.304511	0.484211	0.434586	-0.351128	55.8947	78.7474	76.4158	77.1368	74.2368	-0.0781955	1.65188	-1.91504	1.30602	2.00226	66.9211	72.1053	134.458	53.3368	101.226	0.209774	0.0984962	0.257895	1.00752	0.974436	16.5474	30.6158	33.7421	40.9211	69.5684	-0.197744	-0.815789	-0.849624	-0.342857	0.189474	18.7263	49.7158	39.0211	28.5	48.7105	0.183459	0.00451128	-0.741353	-0.792481	-1.52256	13.0737	28.1526	30.7842	26.2211	66.8368	0.255639	0.31203	-0.551128	0.42782	0.487218	31.0158	13.3737	89.1368	12.1579	56.8842	-1.00301	-0.480451	-0.159398	-0.108271	-0.68797	34.2316	41.4947	43.6737	32.6368	58.4737	0.946617	-0.0954887	-1.27669	2.16692	-2.12331	15.3105	10.6526	62.7053	81.3474	70.7947	0.466165	0.196241	0.728571	-0.871429	-1.14436	6.20526	13.2895	45.8	59.7	38.6158	0.833835	-0.342105	0.166917	3.03985	-0.897744	20.5947	34.3421	47.6474	109.032	41.4263	0.190977	-0.132331	-0.556391	0.340602	2.00451	23.3947	70.0895	62.3421	24.6737	23.4526	1.00902	-3.2782	1.31729	1.77519	0.12782	21.1053	138.721	26.6684	28.1105	34.9579	1.26992	0.480451	-0.384211	0.544361	0.910526	17.1158	99.8053	27.1842	13.5842	37.4895	0.363158	0.428571	0.381203	0.398496	3.1391	30.7368	62.7	37.5474	30.1158	45.5895	0.720301	0.582707	-0.0225564	-2.08496	-0.037594	32.8368	50.3316	12.3368	90.2421	28.7947	-0.86015	-0.291729	-0.0533835	-1.91203	0.809023	61.7316	50.8632	17.4105	68.9263	18.5053	-1.9609	-0.178947	-0.339098	0.115789	-0.563158	168.389	68.6789	25.6105	58.3842	41.6632	-3.38496	-0.460902	-1.26316	0.693233	-0.218797	132.242	51.6895	42.4632	54.9211	39.6474	0.815789	-0.134586	0.430075	2.76241	0.285714	78.0842	42.7632	34.3842	-1.90526	44	
